"id";"link";"Title";"Year";"Time";"Relase";"Genre";"Storyline";"MPAA";"Country";"Ratings";"Ratings_max";"Users";"Reviews_number";"Budget";"Keywords";"Description";"Oscar";"Another_awards";"Nominations";"Music";"Produced";"Actors";"Director"
tt0075830;http://www.imdb.com/title/tt0075830/;Chatterbox!;1977;73 min; 2 February 1977 (USA) ;Comedy@Fantasy; A young woman who works in a beauty parlor discovers that her vagina can talk, which causes her no end of trouble.            ;  See all certifications »             ;English;5.2;10;319;16 user;NA;vagina@absurd humor@pop star@surrealism@female nudity@remake@singing vagina@sex@talking genitals@talking vagina@independent film; The sweet and perky Barbara, the sunny Janis, and the responsible Sandra are a trio of young and attractive nurses who work in the psych ward at a hospital. The threesome really have their hands full dealing with nutty patients, creepy stalkers, and black revolutionaries.              ;NA;NA;NA;Fred Karger;Bruce Cohn Curtis@John Williams;Candice Rialson@Larry Gelman@Jane Kean@Perry Bullington@Arlene Martel@Michael Taylor@Cynthia Hoppenfeld@Robert Lipton@Rip Taylor@Irwin Corey@Sandra Gould@Trent Dolan@Lois Walden@Gloria Victor@Jessica Stuart@Bob DeSimone@Biff Warren@Bill Wood@Craig Rogers@Ken Johnson@David Stecker@Otto Felix@Barry Hostetler@Tom Logan;Tom DeSimone
tt0076154;http://www.imdb.com/title/tt0076154/;L'homme pressé;1977;NA; 10 August 1977 (France) ;Drama; Pierre is an antique dealer living in our modern fast paced society. The rub is he tries to move even faster than the surrounding world. Alain Delon and Mireille Darc (Pierre's wife) starr            ;NA;French;6.6;10;318;6 user;NA;based on novel; In San Francisco, ex-con Eddie Pedak, who served time for armed robbery in cahoots with a gang led by his brother Walter Pedak, has been out of jail for six years and is still on parole. Since then, he met his current wife Kristine, they had a daughter Kathy, and he has tried to live his life on the straight and narrow... or so he says. San Francisco Police Inspector Mike Vido is certain that Eddie was one of two who recently held up a grocery store and in the process shot and killed its proprietress point blank, and used the moneys from the robbery to place a down payment on a fishing boat. Vido has been tracking Eddie for years - sometimes to the point of harassment - since Vido is also certain that it was Eddie who once shot him in the gut during a robbery, despite Vido having only seen the shooter's eyes. Vido's current harassment causes problems for Eddie in maintaining a job. Walter and the rest of the gang also reenter Eddie's life - which is against the stipulations of Eddie's parole - Walter who wants to enlist Eddie in one last big heist worth $1 million. These events place a strain on Eddie and Kristine's relationship. As Vido provides Eddie with some news about the grocery store hold-up, Eddie and Kristine individually make some decisions on how best to move forward in their lives.              ;NA;NA;NA;Carlo Rustichelli;Ralph Baum@Raymond Danon@Alain Delon;Alain Delon@Mireille Darc@Monica Guerritore@Marie Déa@Christian Barbier@André Falcon@Stefano Patrizi@Felice Andreasi@Michel Duchaussoy@Henri Attal@Baaron@Bhime Souaré@Philippe Brigaud@Geoffrey Carey@Suzanne Carra@Muriel Catalá@Lyne Chardonnet@Luc Delhumeau@André Dumas@Colette Duval;Édouard Molinaro
tt0393321;http://www.imdb.com/title/tt0393321/;Gay;2004;100 min; 4 November 2004 (Netherlands) ;Comedy@Drama; Follows the story of Karl Tangballe in his adventures around Amsterdam.            ;NA;Dutch@English;2.7;10;319;8 user;        €2,000,000         ;NA; After staying in Paris on vacation, the American dancer Guy Holden and his Londoner lawyer friend Egbert Fitzgerald return to London by ship. Guy meets the wealthy American blonde Mimi Glossop, who is traveling with her aunt Hortense Ditherwell, in the harbor and Mimi asks him to call her aunt to open her luggage since her dress is trapped in the trunk. Guy tries to release her dress but he accidentally rips Mimi's dress. Guy lends his overcoat to her, expecting to receive it back with a thank-you note with her name and address, but Mimi returns the coat without any card. Meanwhile, Hortense seeks out Egbert, who is replacing his father in the office, expecting to get the divorce of Mimi and her husband, the geologist Cyril Glossop (William Austin). However, Egbert advises that it would be difficult to make Cyryl accept the divorce and he suggests to Mimi to hire the "correspondent" Rodolfo Tonetti to stay with her in a hotel room. Meanwhile, Egbert would hire private eyes to arrive in Mimi's room and surprise the couple, forcing the divorce of Mimi and Cyril. Egbert gives a password to Tonetti to identify Mimi and uses a sentence created by Guy - "Chance Is the Fool's Name for Fate". Mimi believes that Guy is her correspondent and stays with him in her room. When Tonetti arrives in her room, the disappointed Mimi learns the truth and feels better. But she is still married and can not marry Guy.              ;NA;NA;NA;Goof de Koning;Ilona Six;Hugo Metsers@Joris van de Sande@Nienke Brinkhuis@Dean Reinick@Adriaan Adriaanse@Casper van Bohemen@Josefine van Asdonk@Serge-Henri Valcke@Nada van Nie@Hummie van de Tonnekreek@Kelly van der Veer@Herald Adolfs@Damien Largey;Tom Six
tt0218798;http://www.imdb.com/title/tt0218798/;Dwanascie miesiecy;1956;55 min; 1956 (Soviet Union) ;Animation@Family;NA;NA;Russian;7.5;10;320;2 user;NA;NA; Professor Gromov constructs a robot called Electronic, which looks exactly like Sergey Syroezhkibn, a 6-grader from one of Odessa (USSR) schools. The robot also acts a lot like a human, and its dream is to become a real man. Electronic escapes from the professor's lab and accidentally meets Sergey, his prototype. Meanwhile, a gang lead by Stump is trying to kidnap Electronic to make him steal pictures from museums. For this purpose they send their hitman Urrie.              ;NA;NA;NA;Elena Petrova@Nikolay Voinov;Moisey Vaynberg;Erast Garin;Ivan Ivanov-Vano@Mikhail Botov
tt0097376;http://www.imdb.com/title/tt0097376/;Force Majeure;1989;86 min; 5 April 1989 (France) ;Drama; Philippe and Daniel go on vacation to South-East Asia, where they meet Hans, a resident of the area who acts as their patron and guide. Before they leave to return to Paris, the two present Hans with a gift of their left-over native hashish. A year and a half later, an Amnesty International lawyer shows up and informs them that Hans was arrested and imprisoned for drug possession shortly after their departure and is now condemned to death. Philippe and Daniel have an opportunity to help Hans by confessing their deed to the authorities, sharing blame for the crime and accepting prison terms. Additional pressure is applied by Hans' former girlfriend, the argument being that the life at stake is Hans'. Phillipe and Daniel maintain that their lives are at stake as well.                Written by Fifi <tresbelle@worldnet.att.net>            ;NA;French;6.3;10;316;6 user;NA;hashish@southeast asia@amnesty international@prison@drugs@first person narration@airport@amsterdam netherlands@dutchman abroad@joblessness@test of courage@self sacrifice@man lying on pool table@journalist@death penalty@lille france@paris france@mathematics student@mathematics@tourist@1980s@topless female nudity@female nudity@moral dilemma@capital punishment@punishment@friendship; Philippe and Daniel go on vacation to South-East Asia, where they meet Hans, a resident of the area who acts as their patron and guide. Before they leave to return to Paris, the two present Hans with a gift of their left-over native hashish. A year and a half later, an Amnesty International lawyer shows up and informs them that Hans was arrested and imprisoned for drug possession shortly after their departure and is now condemned to death. Philippe and Daniel have an opportunity to help Hans by confessing their deed to the authorities, sharing blame for the crime and accepting prison terms. Additional pressure is applied by Hans' former girlfriend, the argument being that the life at stake is Hans'. Phillipe and Daniel maintain that their lives are at stake as well.              ;NA;NA;3;Serge Perathoner;Paul Claudon@Michelle de Broca;Patrick Bruel@François Cluzet@Kristin Scott Thomas@Alan Bates@Sabine Haudepin@Thom Hoffman@Lucienne Hamon@Marc Jolivet@Hidde Maas@Betty Assenza@Tina van Baren@François Basset@Stéphane Bielikoff@Sandra Grasset@Thomas Hong-Mai@Pascal Leguennec@Jean-Pierre Loustau@Ham-Chau Luong@Wim Meuwissen@Georges Pellegrin@Jean-Philippe Reverdot@Fabrice Roche@Anouk Sluizer@Ysé Tran;Pierre Jolivet
tt0462033;http://www.imdb.com/title/tt0462033/;Stranded;2006;NA; 4 April 2006 (Hungary) ;Drama; Adrift on a raft for weeks, two siblings come to terms with their romantic feelings for one another. But what happens once they have been rescued?            ;NA;English;7.2;10;319;5 user;NA;NA; David Robinson is being shipped off to a penal colony. His wife and kids are allowed to accompany him. A storm strikes the ship and the family (save for one son, Jacob) are trapped below deck. Jacob is raised by pirates, and the family gets out of the boat and on to land, salvaging as much as they can from the boat, including dogs, chickens, and muskets. They learn to survive and build a shelter on land. Then, Jacob's pirates kidnap Emily, the daughter of a sea-captain. She escapes onto the island and becomes a love interest with Fritz and Ernst. Jacob is reunited with his family during a battle with the pirates over Emily, and she is returned to her father. In the end, the family goes their own ways, some staying on the island, some going home.              ;NA;9;NA;Greig Fraser;Lizzette Atkins@Beth Frey;Emma Lung@Emily Browning@Robert Morgan@David Hoflin@Nicky Wendt@Ross Thompson@Damien Richardson@Kodi Smit-McPhee@Casside Barlow@Tracey Callander@Maggie Miles@Jessica Kearton@Sarah Borg@Sonya Suares@Harry Chan@Nicholas Dutt@Ross Daniels@Steve Cole@Tegan Crowley@Curtis Cummings@Campbell Bews;Stuart McDonald
tt0040137;http://www.imdb.com/title/tt0040137/;Mury Malapagi;1949;NA; 19 September 1949 (Italy) ;Drama@Romance; A French fugitive arrives in Genoa, where he becomes entangled with an Italian woman and her daughter.            ;NA;Italian@French;6.9;10;318;2 user;NA;waitress@stowaway@starting over@ship@on the run@murderer@mother daughter relationship@love@genoa italy@fugitive@dentist@arrest; Madame Rosa lives in a sixth-floor walkup in the Pigalle; she's a retired prostitute, Jewish and an Auschwitz survivor, a foster mom to children of other prostitutes. Momo is the oldest and her favorite, an Algerian lad whom she raises as a Muslim. He asks about his parents; she answers evasively. As she ages and takes fewer children, Momo must do more for her; as money is tight, he tries to earn pennies on the street with a puppet. He's a beautiful man-child, and Madame Rosa makes him promise never to sell himself or become a pimp. A film editor, Nadine, befriends him, and his father appears as well. Madame Rosa reaches her last days in fear of hospitals, and Momo must act.              ;NA;4;NA;Roman Vlad;Alfredo Guarini;Jean Gabin@Isa Miranda@Vera Talchi@Andrea Checchi@Robert Dalban@Ave Ninchi@Checco Rissone@Renato Malavasi@Carlo Tamberlani@Vittorio Duse@Marietta Campello@Agnese Dubbini@Claudio Ermelli@Alessandro Fersen@Fulvia Fulvi@Giuseppe Garello@Franca Lumachi@Gino Passarelli@Franco Pesce@Ermanno Randi@Michele Riccardini@Dina Romano@Giulio Tomasini@Pietro Tordi;René Clément
tt2278284;http://www.imdb.com/title/tt2278284/;Szesc razy;2012;100 min; 5 December 2013 (Israel) ;Drama; Inevitable is a realistic paraphrase of a classic teen-movie, a deep dive into the 'Grey zone' of sexual abuse, told through the story of average suburban adolescents. The story takes place right now, next door. Gili is a teenager who decides to change schools. She is determined to improve her lame social status. Over the course of a few weeks she hooks up with several different boys, all from her new school. Their encounters get more and more sexual. Exploring their limits each time further. The boys are eager to take what is so generously offered, and Gilli is thrilled to get the attention. No tears, no complaints, no consequences. No adults. No one who says that maybe something is wrong                Written by Anonymous            ;NA;Israel;6.3;10;320;2 user;NA;NA; Naive teen Gili (Sivan Levy) changes schools and is determined to improve her social status by hooking up with the most popular guys. But as she pushes her own limits with every new encounter - offering a succession of sexual favors and allowing herself to be photographed and filmed - the line of consent begins to blur.              ;NA;6;11;Shark De Mayo;Udi Yerushalmy;Sivan Levy@Eviatar Mor@Roy Nik@Niv Zilberberg@Tal Grushka@Eran Ivanir@Ronit Yudkevitz@Meirav Gruber@Asaf Hertz@Nitzan Levratovsky@Daniel Kitsis@Gita Amely@Gil Fishman@Ido Bartal@Moti Lugassi@Alon Leshem;Johnathan Gurfinkel
tt0053583;http://www.imdb.com/title/tt0053583/;All the Young Men;1960;87 min; 26 August 1960 (USA) ;Drama@War; During the Korean War, the lieutenant in charge of a Marine rifle platoon is killed in battle. Before he dies, he places the platoon's sergeant, who's black, in charge. The sergeant figures on having trouble with two men in his platoon: a private who has much more combat experience than he does, and a racist Southerner who doesn't like blacks in the first place and has no intention of taking orders from one.                Written by frankfob2@yahoo.com            ;  See all certifications »             ;English;6.1;10;316;16 user;NA;platoon@sergeant@lieutenant@racist@korean war@behind enemy lines@leg amputation@knife in back@drunkenness@foxhole@wine@united states air force@knife held to throat@submachine gun@machine gun@surrounded@medic@blood transfusion@record player@crushed leg@surgery@hand grenade@person on fire@tank@fistfight@torch@keeping watch@carrying someone over shoulder@burial@knocked out@attempted rape@shootout@password@seige@native american@punched in the face@rope@sled@carrying someone@countryside@stretcher@racial slur@racial issues@racism@farmhouse@winter@snow@landmine@minefield@wounded soldier@shot to death@shot in the head@soldier@u.s. soldier@u.s. army@american soldier@black soldier@death of commanding officer@korea@four word title@death@african american@u.s. marine corps@independent film; A white family has had the same black maid for many years. When she tells them she wants to go back to school and will be leaving soon, the 20ish year old son decides what she needs is a change and begins searching for a man to wine her, dine her, but who won't marry her thinking that this will turn her aside from her plans. The man he finds doesn't entirely cooperate.              ;NA;NA;NA;George Duning;Newt Arnold@Hall Bartlett@Alan Ladd;Alan Ladd@Sidney Poitier@James Darren@Glenn Corbett@Mort Sahl@Ana María Lynch@Paul Richards@Richard Davalos@Lee Kinsolving@Joseph Gallison@Paul Baxley@Charles Quinlivan@Michael Davis@Mario Alcalde@Marie Tsien@Ingemar Johansson@Pat Colby@Steve Drexel@Jack McCall@Leonard Mountain Chief@Morgan Roberts@Chris Seitz;Hall Bartlett
tt1087453;http://www.imdb.com/title/tt1087453/;Het echte leven;2008;87 min; 25 September 2008 (Netherlands) ;Drama; In his new film a young director puts his girlfriend through a love test. By doing so he risks his real life relationship with her.            ;NA;Dutch;6.7;10;318;2 user;NA;director@telephone call@script@restaurant@rehearsal@letter@film script@call center@office@movie set@film within a film@film in film@female nudity@female frontal nudity@camera@breasts@bathroom; The film tells the story of sixteen-year-old Nena, who is confronted with the suicide attempt of her handicapped father. At the same time she falls head over heels in love for the first time in her life with Carlo, whose father has just outed himself. Away from prying eyes of the adults - who struggle with failed marriages, blossoming love and insufferable physical decline - they push the boundaries of their friendship, love and sexuality. But while discovering her own lust for life, Nena realizes that her father's existence is becoming more and more unbearable.              ;NA;2;3;Menno Westendorp;Jeroen Beker@San Fu Maltha@Niko Post@Frans van Gestel@Maars van Haaften;Sallie Harmsen@Ramsey Nasr@Loek Peters@Oren Schrijver@Mike Libanon@Loes Haverkort@Ergun Simsek@Zoe Stork@Anne-Marie Jung@Poal Cairo@Marcel De Hoogd;Robert Jan Westdijk
tt1234546;http://www.imdb.com/title/tt1234546/;'Master Harold' ... And the Boys;2010;NA; 17 March 2010 (South Africa) ;Drama; This movie is of Hally, an adolescent white South African. He is stuck between his intolerant father's outlook of him and those of his caretaker, Sam. Sam is a black waiter and Hally's friend and teacher. Hally is required to laugh at his father's racist jokes, by contrast, Sam exposes Hally to uplifting experiences. One day Hally was terribly humiliated by his father and Sam shows Hally how to be proud of something he can achieve.                Written by Centralhighstudents            ;NA;English;5.6;10;320;1 user;        $5,000,000         ;punctuation in title@ellipsis in title@character name in title; This movie is of Hally, an adolescent white South African. He is stuck between his intolerant father's outlook of him and those of his caretaker, Sam. Sam is a black waiter and Hally's friend and teacher. Hally is required to laugh at his father's racist jokes, by contrast, Sam exposes Hally to uplifting experiences. One day Hally was terribly humiliated by his father and Sam shows Hally how to be proud of something he can achieve.              ;NA;NA;NA;Barry Donnelly;Michael Auret@George Belshaw@Raimund Berens@Zaheer Bhyat@Reuben Cannon@Peter Dale@John Hadity@Malcolm Kohll@William Mahoney@Nelle Nugent@Richard Paulson@Jody Price@David Pupkewitz@Morris Ruskin@Avy Stein@Kenneth Teaton@Platon Trakoshis;NA;Lonny Price
tt2298186;http://www.imdb.com/title/tt2298186/;Friended to Death;2014;94 min; 2 May 2014 (USA) ;Comedy; A dark comedy about a social media junkie who fakes his own death via social media just to see which of his "friends" will show up to the funeral.            ;NA;USA;4.9;10;322;4 user;NA;NA; 'When a group of young people camping in the ruins of a medieval Turkish town play a party game called 'Murder in the Dark', they soon discover that someone is taking the game too far...' Produced in an experimental shooting style, this murder-mystery features a cast of actors who were not allowed to see the script. The actors' choices interactively changed the shape of the story. They had to use clues to solve the mystery laid out before them by the filmmakers.              ;NA;NA;NA;Nathan Whitehead;Traci Carlson@Ian Michaels@Peter Smick@Sarah Smick;Ryan Hansen@James Immekus@Zach McGowan@Sarah Smick@Ian Michaels@Richard Riehle@Angela Bullock@Robert R. Shafer@Pancho Moler@David Barton Harris@Joanna Sanchez@Joseph Barone@Bo Youngblood@Gabriel Oliva@Amina Warsuma@Shawn Kathryn Kane@Sean Glover@Veronica Wylie@Jane Bora Choi@Michael Soulema@Kobe Reverditto@Lauren Noble@Kimberly Stebbins@Michael Milford@Lauren Noble;Sarah Smick
tt2603308;http://www.imdb.com/title/tt2603308/;Countdown;2012;90 min; 20 December 2012 (Thailand) ;Horror@Thriller; Three Thai teens in New York City are planning the New Year's Party of their lives. They called Jesus, a drug dealer, to drop off some stuff at their apartment so they can celebrate and countdown the end of the year in style. Little did they know that Jesus' visit that night will change their lives forever.                Written by Anonymous            ;NA;Thailand;6.4;10;320;3 user;NA;apartment@thai@new york city@drug dealer@sadistic@torture@kidnapping@marijuana@home invasion@sins from the past@reference to jesus christ@partying@one word title@new year's eve party@new year's eve@asian horror; Three Thai teens in New York City are planning the New Year's Party of their lives. They called Jesus, a drug dealer, to drop off some stuff at their apartment so they can celebrate and countdown the end of the year in style. Little did they know that Jesus' visit that night will change their lives forever.              ;NA;4;5;Hualampong Riddim;Paiboon Damrongchaitham@Jira Maligool@Saithip Montrikul na Audhaya@Jina Osothsilp@Vanridee Pongsittisak@Visute Poolvoralaks@Chenchonnanee Soonthonsaratul@Suvimon Techasupinun;Pachara Chirathivat@Jarinporn Joonkiat@Pattarasaya Kreuasuwansri@David Asavanond@Prach Rakissarakul@Lorenzo de Stefano@Parunyoo Phoonumphol@Pattaya Benjavari@Pornsroung Rouyruen@Pattawut Theeranaveekul@Nuttakan Boonjaiyai@Caitlin Haas@Helga Schorkl@Jonathan Joseph Rentle@Torstein Olaussen;Nattawut Poonpiriya
tt0271000;http://www.imdb.com/title/tt0271000/;Hus i helvete;2002;100 min; 1 February 2002 (Sweden) ;Drama;NA;  Add content advisory for parents »         ;Swedish@English@Persian;5.5;10;318;1 user;NA;family relationships@wedding party@voyeurism@stripper@strip club@overprotective parent@neighbor@immigrant@husband wife relationship@hair salon@grandmother granddaughter relationship@gay friend@father daughter relationship@dysfunctional family@dinner@dancer@brother sister relationship@bilingual@argument@abusive father; Dr. Alam, a very profiled specialist in neurology and a successful surgeon, is drowned in his professional and social work, in a way that he has totally forgotten all about his son Saman. Samantha the beautiful nights of desert with it starfull sky attracts Saman to itself and the young boy falls in love with night sky and observation of stars. Due to an event the doctor leaves his profession and work behind and goes through the desert to find his son.              ;NA;NA;NA;Ale Möller;Anita Oxburgh;Melinda Kinnaman@Hassan Brijany@Caroline Rauf@Meliz Karlge@Bibbi Azizi@Omid Mottaghi@Dennis Önder@Ola Rapace@Sunil Munshi@Björn Söderbäck@Mahin Rahimzadeh@Adam Duvheim-Bruce@Roberto Gonzales@Kemal Görgü@Anneli Hedin@Michael Flessas;Susan Taslimi
tt0991269;http://www.imdb.com/title/tt0991269/;Beste Zeit;2007;95 min; 26 July 2007 (Germany) ;Comedy@Drama; The story of two country girls who dream of love and freedom while dealing with parents and boyfriends.            ;NA;German;6.8;10;318;1 user;NA;NA; Summer 1780: On the way to Salzburg Emanuel Schikaneder's theatre group gets held up in a small mountain village on the Austrian border due to a missing performance permit. In this village a dispute between mine owner Paccoli and the rebelling mine workers is escalating. The situation immediately inspires Schikaneder with the idea for a new play- but before long not only the mineworkers, but also Schikaneder's performers take to the picket line. This is because Schikaneder seems to care more about spending time with high society than his actors, who the Landlord refuses to feed until Schikaneder pays the outstanding bill. A hastily put together open air performance by the troupe leads to major disruption....              ;NA;NA;2;Gerd Baumann;Cornelia Ackers@Maike Beba@Nils Dünker@Joke Kromschröder@Uwe Wriedt;Anna Maria Sturm@Rosalie Thomass@Andreas Giebel@Peter Mitterrutzner@Florian Brückner@Martin Wenzl@Lukas Turtur@Thommy Schwimmer@Roland Schreglmann@Ferdinand Schmidt-Modrow@Stefan Murr@Volker Bruch@David Zimmerschied@Johanna Bittenbinder@Xaver Riepertinger@Stefan Betz@Luise Kinseher;Marcus H. Rosenmüller
tt0902253;http://www.imdb.com/title/tt0902253/;Another Perfect Stranger;2007;NA; 15 September 2007 (USA) ;Drama; Ten years have passed. Nikki's daughter Sarah, now 19 and heading West for college, is at her own spiritual crossroads. To make matters worse, her mother has recently revealed that, nearly a decade ago, she was the dinner guest of the Almighty himself. Thinking her mom is certifiably insane, Sarah strikes up an unlikely friendship with a travel companion who shares her disdain for religion.                Written by Jo Worthington            ;NA;USA;6.5;10;319;7 user;        $250,000           ;religion@female protagonist@stranger@mysterious stranger@discussion@airport@airplane@christian film; Ten years have passed. Nikki's daughter Sarah, now 19 and heading West for college, is at her own spiritual crossroads. To make matters worse, her mother has recently revealed that, nearly a decade ago, she was the dinner guest of the Almighty himself. Thinking her mom is certifiably insane, Sarah strikes up an unlikely friendship with a travel companion who shares her disdain for religion.              ;NA;NA;NA;Duston Lash;Gina Hughes@Jefferson Moore@Christopher Morrow@Kelly Worthington Moore;Jefferson Moore@Ruby Lewis@Chloe Allen@Juliana Allen@Jonathan C. Barnes@Pamela Brumley@Pattie Crawford@Stella Davis@Henry Diaz@Shantha Diaz@Darby Leigh Dugger@Joanna Dys@Jay Evans@Alexis Hughes@Emily Jacobson@Christina Karis@Tim Kelty@Mary Lennox@Mary T. Lennox@Danielle Merante@Miguel Oyola@Chad Russell@Matt Wallace@Tara Wallace@Tina Jo Wallace;Jefferson Moore@Shane Sooter
tt0067839;http://www.imdb.com/title/tt0067839/;The Telephone Book;1971;80 min; 3 October 1971 (USA) ;Comedy; The story of a day in the life of a lonely, sensitive, exhuberent, attractive, young woman. Her exploits, encounters, and frustrations as she attempts to find a "special" someone, a caller who has "class", as she puts it.                Written by dharmabum <darmabum@li.net>            ;  See all certifications »             ;English;6.9;10;318;11 user;NA;cartoon sex@stock footage@bleeped dialogue@vibrator@sexual innuendo@implied sex@priapism@exhibitionism@colt peacemaker revolver@vulgarity@breaking the fourth wall@breaking the fourth wall by talking to the audience@vignette@new york city@subway@face never shown@drawing of penis@mask@psychiatrist@ejaculation metaphor@john smith@erection@flashback@astronaut training@lawnmower@flashing breasts@cunnilingus@phallic symbol@part animation@banana@masturbation reference@phone sex operator@phone sex@pig mask@telephone@obscene telephone call@surrealism@cult film@sex@phone booth@phone book@orgy@obsession@female nudity@female frontal nudity@dark comedy@independent film; The story of a day in the life of a lonely, sensitive, exhuberent, attractive, young woman. Her exploits, encounters, and frustrations as she attempts to find a "special" someone, a caller who has "class", as she puts it.              ;NA;NA;NA;Nathan Sassover;Merv Bloch@Steve Sirkin;Sarah Kennedy@Norman Rose@James Harder@Jill Clayburgh@Ondine@Barry Morse@Ultra Violet@Geri Miller@Roger C. Carmel@William Hickey@Matthew Tobin@Jan Farrand@David Dozer@Lucy Lee Flippin@Dolph Sweet@Joan Ziehl@Margaret Brewster@Captain Haggerty@Marlene Willoughby;Nelson Lyon
tt0136624;http://www.imdb.com/title/tt0136624/;Zemlya Sannikova;1974;92 min; 5 September 1974 (Hungary) ;Adventure;NA;NA;Russian;7.2;10;318;1 user;NA;restaurant@shaman@poisoning@gold vein@dancing@conspiracy@wager@singing@guitar playing@climbing@lost world@lost civilization@exploration@arctic region@travel@based on novel; Semyon Gorbunkov, a friendly and naive husband and a father of two goes on a world cruise. Visiting different countries and cities, him and his new friend Gennady, whom he met on the ship, have fun seeing the world. Arriving in Istanbul, Gorbunkov takes a stroll and accidentally slips and breaks his arm. Uttering a blasphemous phrase (which turns out to be a secret code intended for Gennady, a contrabandist), he is taken to a nearby "clinic", where an arm cast, being a decoy for jewellery and diamonds inside is put on his arm. Back in the USSR, Gorbunkov informs the police about his mishap...              ;NA;NA;NA;Mikhail Koroptsov;Aleksandr Zatsepin;Vladislav Dvorzhetskiy@Oleg Dal@Yuriy Nazarov@Georgiy Vitsin@Makhmud Esambayev@Nikolai Gritsenko@Alyona Chukhraj@Georgy Chepchyan@Pyotr Abasheyev@Tursun Kuralyev@Yekaterina Sambuyeva@Nasira Mambetova@Sergey Polezhaev@Aleksandr Susnin@Nikolai Kryukov@O. Ajnazarov@Murad Aliyev@Sergei Dvorzhetsky@Vasili Minin@P. Morozov@A. Prokopenko@Arkadi Trusov@Oleg Anofriev;Albert S. Mkrtchyan@Leonid Popov
tt4415326;http://www.imdb.com/title/tt4415326/;Kaaki Sattai;2015;156 min; 27 February 2015 (India) ;Action; Mathimaran (Sivakarthikeyan) is an honest constable who does not like the corruption, prevailing within the police force. At one point of time, Mathiraman explodes at his higher official (Prabhu) who challenges him to expose a sensitive case. Interestingly Mathi, along with his girlfriend Divya (Sri Divya) comes across an underworld organ trade run by a powerful don Durai (Vijay Raaz) who is backed by political leaders and a Police commissioner.                Written by Sethu Ram            ;NA;India;6.0;10;336;4 user;NA;NA; A young cop needs to show his true potential to catch a gangster and to win his love.;NA;NA;NA;Anirudh Ravichander;Dhanush@P. Madhan;Siva Karthikeyan@Prabhu@Sri Divya@Vijay Raaz@Manobala@Mayilsamy@Imman Annachi@E. Ramadoss@Yog Japee@Nagineedu@Kalpana@Sujatha@Jangiri Madhumitha@Vidyullekha Raman@Sampath Ram@Besant Ravi@Yogi Babu@Rayil Ravi@Yuvina@Agilan Elamkovan;R.S. Durai Senthilkumar
tt0092831;http://www.imdb.com/title/tt0092831/;Mroczna wieza;1989;91 min; 29 March 1989 (USA) ;Thriller@Horror; When a window-washer falls to his death from the side of a Barcelona high-rise office building (also killing a unsuspecting pedestrian), security consultant Dennis Randall is called in to investigate. Although he first believes the deaths to be accidental, he soon comes to realize that some strange force is at work inside the building. What could be causing these accidents? More importantly, is there any way it can be stopped?                Written by Jean-Marc Rocher <rocher@fiberbit.net>            ;  See all certifications »             ;English;4.1;10;319;20 user;NA;office@window washer@skyscraper@computer@shot in the back@atonal music score@shot with a gun@possessed by evil spirit@pistol@orchestral music score@possessed human@strange happenings@elevator@fall to death@fall from height@1980s@two word title@ghost in mirror@paranormal investigation@mysterious death@body in concrete@death of husband@widow@haunted building@barcelona spain@architect@independent film; Peter Cushing stars as a former priest who harbors a dark and horrible secret in his attic. The locked room serves as a prison cell for his crazed, cannibalistic adult son, who acquired his savage tastes in India during his father's missionary work there. Cushing fears that his son will escape to prey upon the effete guests at his rural English estate during a cross-country auto race.              ;NA;NA;NA;Stacy Widelitz;John R. Bowey@Tom Fox@Michael Masciarelli@Tom Merchant@Paco Poch@Ken Wiederhorn@David Witz@Sandy Howard;Michael Moriarty@Jenny Agutter@Carol Lynley@Theodore Bikel@Kevin McCarthy@Anne Lockhart@Patch Mackenzie@Bob Sherman@Ricardo Azulay@Ramiro Oliveros@Jordi Batalla@Jaime Ros@Monica Fatjo@Juan Ramón Romani@Mara Bador;Freddie Francis@Ken Wiederhorn
tt0829437;http://www.imdb.com/title/tt0829437/;Thunder Over Reno;2008;NA; 2008 (USA) ;Adventure; Torn between big dreams and family loyalties, Butch joins Pete after an argument about his plans with his father. Now in Reno, Butch has his hands full with payoffs and various love interests. But Butch's toughest job might just be staying alive during the final Gold Air Race at 500mph, 50ft off the deck.                Written by Anonymous            ;NA;USA;7.2;10;318;9 user;NA;NA; Torn between big dreams and family loyalties, Butch joins Pete after an argument about his plans with his father. Now in Reno, Butch has his hands full with payoffs and various love interests. But Butch's toughest job might just be staying alive during the final Gold Air Race at 500mph, 50ft off the deck.              ;NA;NA;NA;Mark Slaughter;Mitch Carley@Rob Challans@Marc Ferrero@Debra Lynn Hull@Joan Lucas-Turgeon@D.V. Marty Martin@Tim McPherson@Bob Odegaard@Peter Sullivan;Bobby Aronofsky@Mike Borg@Rob Challans@Aaron Crownover@Earle Ford@Chris Foxworthy@Rob Green@Debra Lynn Hull@Jimmy Leeward@Chuck MacLeod@Tucker McPherson@Izabella St. James@Steve Stavrakakis@Eric Sudduth@Natasha Yi@Hawk Younkins@Janet Zinke;Mitch Carley
